epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.3075784420067614,0.9078909090909091,0.09165162324905396,0.9728
2,0.08900900345769795,0.9732363636363637,0.05930311033725739,0.9828
3,0.06304403954283758,0.9806909090909091,0.05236735256910324,0.9854
